Province,Country_region,Datetime,Confirmed,Suspect,Recovered,Death,Longitude,Latitude,Date,Popluation,Province2,Day0,Dayserial
Guangdong,Mainland China,2020-02-08 23:00,1120,0,125,1,23.1291,113.2644,2020-02-08,,,,
Zhejiang,Mainland China,2020-02-08 23:00,1075,0,185,0,30.2741,120.1551,2020-02-08,,,,
Henan,Mainland China,2020-02-08 23:00,1033,0,131,6,34.7466,113.6253,2020-02-08,,,,
Hunan,Mainland China,2020-02-08 23:00,838,0,159,1,28.2282,112.9388,2020-02-08,,,,
Anhui,Mainland China,2020-02-08 23:00,779,0,59,1,31.8206,117.2272,2020-02-08,,,,
Jiangxi,Mainland China,2020-02-08 23:00,740,0,72,0,28.6829,115.8582,2020-02-08,,,,
Jiangsu,Mainland China,2020-02-08 23:00,468,0,58,0,32.0603,118.7969,2020-02-08,,,,
Chongqing,Mainland China,2020-02-08 23:00,446,0,39,2,29.4316,106.9123,2020-02-08,,,,
Shandong,Mainland China,2020-02-08 23:00,435,0,50,1,36.6512,117.1201,2020-02-08,,,,
Sichuan,Mainland China,2020-02-08 23:00,386,0,60,1,30.5728,104.0668,2020-02-08,,,,
Beijing,Mainland China,2020-02-08 23:00,326,0,37,2,39.9042,116.4074,2020-02-08,,,,
Heilongjiang,Mainland China,2020-02-08 23:00,307,0,13,6,45.8038,126.535,2020-02-08,,,,
Shanghai,Mainland China,2020-02-08 23:00,292,0,41,1,31.2304,121.4737,2020-02-08,,,,
Fujian,Mainland China,2020-02-08 23:00,250,0,26,0,26.0745,119.2965,2020-02-08,,,,
Shaanxi,Mainland China,2020-02-08 23:00,208,0,25,0,34.3416,108.9398,2020-02-08,,,,
Hebei,Mainland China,2020-02-08 23:00,206,0,30,2,38.0428,114.5149,2020-02-08,,,,
Guangxi,Mainland China,2020-02-08 23:00,195,0,18,1,22.817,108.3665,2020-02-08,,,,
Yunnan,Mainland China,2020-02-08 23:00,140,0,17,0,24.8801,102.8329,2020-02-08,,,,
Hainan,Mainland China,2020-02-08 23:00,128,0,15,2,20.0444,110.1983,2020-02-08,,,,
Shanxi,Mainland China,2020-02-08 23:00,115,0,21,0,37.8706,112.5489,2020-02-08,,,,
Liaoning,Mainland China,2020-02-08 23:00,105,0,8,0,41.8057,123.4315,2020-02-08,,,,
Guizhou,Mainland China,2020-02-08 23:00,96,0,7,1,26.6477,106.6302,2020-02-08,,,,
Tianjin,Mainland China,2020-02-08 23:00,90,0,4,1,39.3434,117.3616,2020-02-08,,,,
Gansu,Mainland China,2020-02-08 23:00,79,0,12,1,36.0611,103.8343,2020-02-08,,,,
Jilin,Mainland China,2020-02-08 23:00,78,0,5,1,43.8171,125.3235,2020-02-08,,,,
Cruise Ship,Others,2020-02-08 23:00,61,0,0,0,35.4437,139.638,2020-02-08,,,,
Inner Mongolia,Mainland China,2020-02-08 23:00,54,0,5,0,40.8424,111.75,2020-02-08,,,,
Ningxia,Mainland China,2020-02-08 23:00,45,0,13,0,38.4872,106.2309,2020-02-08,,,,
Xinjiang,Mainland China,2020-02-08 23:00,45,0,0,0,43.8256,87.6168,2020-02-08,,,,
Singapore,Singapore,2020-02-08 23:00,40,0,2,0,1.3521,103.8198,2020-02-08,,,,
Bankok,Thailand,2020-02-08 23:00,32,0,10,0,13.7563,100.5018,2020-02-08,,,,
Hong Kong,Hong Kong,2020-02-08 23:00,26,0,0,1,22.3193,114.1694,2020-02-08,,,,
Tokyo,Japan,2020-02-08 23:00,25,0,1,0,35.6762,139.6503,2020-02-08,,,,
Seoul,South Korea,2020-02-08 23:00,25,0,3,0,37.5665,126.978,2020-02-08,"51,269,185",SE,2020-01-21,d18
Qinghai,Mainland China,2020-02-08 23:00,18,0,3,0,36.6171,101.7782,2020-02-08,,,,
Taiwan,Taiwan,2020-02-08 23:00,17,0,1,0,25.033,121.5654,2020-02-08,,,,
Kuala Lumpur,Malaysia,2020-02-08 23:00,16,0,1,0,3.139,101.6869,2020-02-08,,,,
Bavaria,Germany,2020-02-08 23:00,13,0,0,0,48.1351,11.582,2020-02-08,,,,
Hanoi,Vietnam,2020-02-08 23:00,13,0,1,0,21.0278,105.8342,2020-02-08,,,,
Paris,France,2020-02-08 23:00,11,0,0,0,48.8566,2.3522,2020-02-08,,,,
Macau,Macau,2020-02-08 23:00,10,0,1,0,22.1987,113.5439,2020-02-08,,,,
Abu Dhabi,United Arab Emirates,2020-02-08 23:00,7,0,0,0,24.4539,54.3773,2020-02-08,,,,
Queensland,Australia,2020-02-08 23:00,5,0,0,0,27.4698,153.0251,2020-02-08,,,,
New South Wales,Australia,2020-02-08 23:00,4,0,2,0,-33.8688,151.2093,2020-02-08,,,,
Victoria,Australia,2020-02-08 23:00,4,0,0,0,-37.8136,144.9631,2020-02-08,,,,
British Columbia,Canada,2020-02-08 23:00,4,0,0,0,49.2827,-123.1207,2020-02-08,5020302,BC,2020-01-28,d11
New Delhi,India,2020-02-08 23:00,3,0,0,0,28.6139,77.209,2020-02-08,,,,
Rome,Italy,2020-02-08 23:00,3,0,0,0,41.9028,12.4964,2020-02-08,"60,461,826",RM,2020-01-30,d9
Manila,Philippines,2020-02-08 23:00,3,0,0,1,14.5995,120.9842,2020-02-08,,,,
Oxfordshire,UK,2020-02-08 23:00,3,0,0,0,51.7612,-1.2465,2020-02-08,,,,
South Australia,Australia,2020-02-08 23:00,2,0,0,0,-34.9285,138.6007,2020-02-08,,,,
"Toronto, ON",Canada,2020-02-08 23:00,2,0,0,0,43.6532,-79.3832,2020-02-08,14446515,ON,2020-01-26,d13
Zabaikalsky,Russia,2020-02-08 23:00,2,0,0,0,53.0929,116.9677,2020-02-08,,,,
"Chicago, IL",US,2020-02-08 23:00,2,0,0,0,40.6331,-89.3985,2020-02-08,,,,
"San Benito, CA",US,2020-02-08 23:00,2,0,0,0,36.5761,-120.9876,2020-02-08,,,,
"Santa Clara, CA",US,2020-02-08 23:00,2,0,0,0,37.3541,-121.9552,2020-02-08,,,,
Brussels,Belgium,2020-02-08 23:00,1,0,0,0,50.8503,4.3517,2020-02-08,,,,
Phnom Penh,Cambodia,2020-02-08 23:00,1,0,0,0,11.5564,104.9282,2020-02-08,,,,
"London, ON",Canada,2020-02-08 23:00,1,0,0,0,42.9849,-81.2453,2020-02-08,14446515,ON,2020-01-26,d13
Helsinki,Finland,2020-02-08 23:00,1,0,0,0,60.1699,24.9384,2020-02-08,,,,
Tibet,Mainland China,2020-02-08 23:00,1,0,0,0,29.6548,91.1406,2020-02-08,,,,
Kathmandu,Nepal,2020-02-08 23:00,1,0,0,0,27.7172,85.324,2020-02-08,,,,
Madrid,Spain,2020-02-08 23:00,1,0,0,0,40.4168,-3.7038,2020-02-08,,,,
Colombo,Sri Lanka,2020-02-08 23:00,1,0,1,0,6.9271,79.8612,2020-02-08,,,,
Jonkoping,Sweden,2020-02-08 23:00,1,0,0,0,57.7826,14.1618,2020-02-08,,,,
"Boston, MA",US,2020-02-08 23:00,1,0,0,0,42.3601,-71.0589,2020-02-08,,,,
"Los Angeles, CA",US,2020-02-08 23:00,1,0,0,0,34.0522,-118.2437,2020-02-08,,,,
"Madison, WI",US,2020-02-08 23:00,1,0,0,0,43.0186,-89.5498,2020-02-08,,,,
"Orange, CA",US,2020-02-08 23:00,1,0,0,0,33.7879,-117.8531,2020-02-08,,,,
"Seattle, WA",US,2020-02-08 23:00,1,0,0,0,47.7511,-120.74,2020-02-08,,,,
"Tempe, AZ",US,2020-02-08 23:00,1,0,0,0,33.4255,-111.94,2020-02-08,,,,
Hubei,Mainland China,2020-02-09 10:30,27100,0,1480,780,30.5928,114.3055,2020-02-09,59000000,HB,2020-01-21,d19
Guangdong,Mainland China,2020-02-09 10:30,1131,0,141,1,23.1291,113.2644,2020-02-09,,,,
Zhejiang,Mainland China,2020-02-09 10:30,1075,0,201,0,30.2741,120.1551,2020-02-09,,,,
Henan,Mainland China,2020-02-09 10:30,1033,0,153,6,34.7466,113.6253,2020-02-09,,,,
Hunan,Mainland China,2020-02-09 10:30,838,0,186,1,28.2282,112.9388,2020-02-09,,,,
Anhui,Mainland China,2020-02-09 10:30,779,0,72,1,31.8206,117.2272,2020-02-09,,,,
Jiangxi,Mainland China,2020-02-09 10:30,740,0,73,0,28.6829,115.8582,2020-02-09,,,,
Jiangsu,Mainland China,2020-02-09 10:30,468,0,71,0,32.0603,118.7969,2020-02-09,,,,
Chongqing,Mainland China,2020-02-09 10:30,450,0,50,2,29.4316,106.9123,2020-02-09,,,,
Shandong,Mainland China,2020-02-09 10:30,444,0,63,1,36.6512,117.1201,2020-02-09,,,,
Sichuan,Mainland China,2020-02-09 10:30,386,0,71,1,30.5728,104.0668,2020-02-09,,,,
Beijing,Mainland China,2020-02-09 10:30,326,0,37,2,39.9042,116.4074,2020-02-09,,,,
Heilongjiang,Mainland China,2020-02-09 10:30,307,0,14,6,45.8038,126.535,2020-02-09,,,,
Shanghai,Mainland China,2020-02-09 10:30,293,0,44,1,31.2304,121.4737,2020-02-09,,,,
Fujian,Mainland China,2020-02-09 10:30,250,0,35,0,26.0745,119.2965,2020-02-09,,,,
Shaanxi,Mainland China,2020-02-09 10:30,208,0,25,0,34.3416,108.9398,2020-02-09,,,,
Hebei,Mainland China,2020-02-09 10:30,206,0,34,2,38.0428,114.5149,2020-02-09,,,,
Guangxi,Mainland China,2020-02-09 10:30,195,0,18,1,22.817,108.3665,2020-02-09,,,,
Yunnan,Mainland China,2020-02-09 10:30,141,0,18,0,24.8801,102.8329,2020-02-09,,,,
Hainan,Mainland China,2020-02-09 10:30,131,0,19,3,20.0444,110.1983,2020-02-09,,,,
Shanxi,Mainland China,2020-02-09 10:30,115,0,22,0,37.8706,112.5489,2020-02-09,,,,
Liaoning,Mainland China,2020-02-09 10:30,107,0,12,0,41.8057,123.4315,2020-02-09,,,,
Guizhou,Mainland China,2020-02-09 10:30,99,0,7,1,26.6477,106.6302,2020-02-09,,,,
Tianjin,Mainland China,2020-02-09 10:30,90,0,4,1,39.3434,117.3616,2020-02-09,,,,
Gansu,Mainland China,2020-02-09 10:30,79,0,15,1,36.0611,103.8343,2020-02-09,,,,
Jilin,Mainland China,2020-02-09 10:30,78,0,12,1,43.8171,125.3235,2020-02-09,,,,
Diamond Princess cruise ship,Others,2020-02-09 10:30,64,0,0,0,35.4437,139.638,2020-02-09,,,,
Inner Mongolia,Mainland China,2020-02-09 10:30,54,0,5,0,40.8424,111.75,2020-02-09,,,,
Ningxia,Mainland China,2020-02-09 10:30,45,0,13,0,38.4872,106.2309,2020-02-09,,,,
Xinjiang,Mainland China,2020-02-09 10:30,45,0,0,0,43.8256,87.6168,2020-02-09,,,,
Singapore,Singapore,2020-02-09 10:30,40,0,2,0,1.3521,103.8198,2020-02-09,,,,
Bankok,Thailand,2020-02-09 10:30,32,0,10,0,13.7563,100.5018,2020-02-09,,,,
Hong Kong,Hong Kong,2020-02-09 10:30,29,0,0,1,22.3193,114.1694,2020-02-09,,,,
Tokyo,Japan,2020-02-09 10:30,26,0,1,0,35.6762,139.6503,2020-02-09,,,,
Seoul,South Korea,2020-02-09 10:30,25,0,3,0,37.5665,126.978,2020-02-09,"51,269,185",SE,2020-01-21,d19
Qinghai,Mainland China,2020-02-09 10:30,18,0,3,0,36.6171,101.7782,2020-02-09,,,,
Taiwan,Taiwan,2020-02-09 10:30,18,0,1,0,25.033,121.5654,2020-02-09,,,,
Kuala Lumpur,Malaysia,2020-02-09 10:30,16,0,1,0,3.139,101.6869,2020-02-09,,,,
Bavaria,Germany,2020-02-09 10:30,14,0,0,0,48.1351,11.582,2020-02-09,,,,
Hanoi,Vietnam,2020-02-09 10:30,13,0,1,0,21.0278,105.8342,2020-02-09,,,,
Paris,France,2020-02-09 10:30,11,0,0,0,48.8566,2.3522,2020-02-09,,,,
Macau,Macau,2020-02-09 10:30,10,0,1,0,22.1987,113.5439,2020-02-09,,,,
Abu Dhabi,United Arab Emirates,2020-02-09 10:30,7,0,0,0,24.4539,54.3773,2020-02-09,,,,
Queensland,Australia,2020-02-09 10:30,5,0,0,0,27.4698,153.0251,2020-02-09,,,,
New South Wales,Australia,2020-02-09 10:30,4,0,2,0,-33.8688,151.2093,2020-02-09,,,,
Victoria,Australia,2020-02-09 10:30,4,0,0,0,-37.8136,144.9631,2020-02-09,,,,
British Columbia,Canada,2020-02-09 10:30,4,0,0,0,49.2827,-123.1207,2020-02-09,5020302,BC,2020-01-28,d12
New Delhi,India,2020-02-09 10:30,3,0,0,0,28.6139,77.209,2020-02-09,,,,
Rome,Italy,2020-02-09 10:30,3,0,0,0,41.9028,12.4964,2020-02-09,"60,461,826",RM,2020-01-30,d10
Manila,Philippines,2020-02-09 10:30,3,0,0,1,14.5995,120.9842,2020-02-09,,,,
Oxfordshire,UK,2020-02-09 10:30,3,0,0,0,51.7612,-1.2465,2020-02-09,,,,
South Australia,Australia,2020-02-09 10:30,2,0,0,0,-34.9285,138.6007,2020-02-09,,,,
"Toronto, ON",Canada,2020-02-09 10:30,2,0,0,0,43.6532,-79.3832,2020-02-09,14446515,ON,2020-01-26,d14
Zabaikalsky,Russia,2020-02-09 10:30,2,0,0,0,53.0929,116.9677,2020-02-09,,,,
"Chicago, IL",US,2020-02-09 10:30,2,0,0,0,40.6331,-89.3985,2020-02-09,,,,
"San Benito, CA",US,2020-02-09 10:30,2,0,0,0,36.5761,-120.9876,2020-02-09,,,,
"Santa Clara, CA",US,2020-02-09 10:30,2,0,0,0,37.3541,-121.9552,2020-02-09,,,,
Brussels,Belgium,2020-02-09 10:30,1,0,0,0,50.8503,4.3517,2020-02-09,,,,
Phnom Penh,Cambodia,2020-02-09 10:30,1,0,0,0,11.5564,104.9282,2020-02-09,,,,
"London, ON",Canada,2020-02-09 10:30,1,0,0,0,42.9849,-81.2453,2020-02-09,14446515,ON,2020-01-26,d14
Helsinki,Finland,2020-02-09 10:30,1,0,0,0,60.1699,24.9384,2020-02-09,,,,
Tibet,Mainland China,2020-02-09 10:30,1,0,0,0,29.6548,91.1406,2020-02-09,,,,
Kathmandu,Nepal,2020-02-09 10:30,1,0,0,0,27.7172,85.324,2020-02-09,,,,
Madrid,Spain,2020-02-09 10:30,1,0,0,0,40.4168,-3.7038,2020-02-09,,,,
Colombo,Sri Lanka,2020-02-09 10:30,1,0,1,0,6.9271,79.8612,2020-02-09,,,,
Jonkoping,Sweden,2020-02-09 10:30,1,0,0,0,57.7826,14.1618,2020-02-09,,,,
"Boston, MA",US,2020-02-09 10:30,1,0,0,0,42.3601,-71.0589,2020-02-09,,,,
"Los Angeles, CA",US,2020-02-09 10:30,1,0,0,0,34.0522,-118.2437,2020-02-09,,,,
"Madison, WI",US,2020-02-09 10:30,1,0,0,0,43.0186,-89.5498,2020-02-09,,,,
"Orange, CA",US,2020-02-09 10:30,1,0,0,0,33.7879,-117.8531,2020-02-09,,,,
"Seattle, WA",US,2020-02-09 10:30,1,0,1,0,47.7511,-120.74,2020-02-09,,,,
"Tempe, AZ",US,2020-02-09 10:30,1,0,0,0,33.4255,-111.94,2020-02-09,,,,
Hubei,Mainland China,2020-02-09 23:20,29631,0,1795,871,30.5928,114.3055,2020-02-09,59000000,HB,2020-01-21,d19
Guangdong,Mainland China,2020-02-09 23:20,1151,0,147,1,23.1291,113.2644,2020-02-09,,,,
Zhejiang,Mainland China,2020-02-09 23:20,1092,0,201,0,30.2741,120.1551,2020-02-09,,,,
Henan,Mainland China,2020-02-09 23:20,1073,0,169,6,34.7466,113.6253,2020-02-09,,,,
Hunan,Mainland China,2020-02-09 23:20,879,0,186,1,28.2282,112.9388,2020-02-09,,,,
Anhui,Mainland China,2020-02-09 23:20,830,0,73,3,31.8206,117.2272,2020-02-09,,,,
Jiangxi,Mainland China,2020-02-09 23:20,771,0,102,1,28.6829,115.8582,2020-02-09,,,,
Jiangsu,Mainland China,2020-02-09 23:20,492,0,72,0,32.0603,118.7969,2020-02-09,,,,
Chongqing,Mainland China,2020-02-09 23:20,468,0,51,2,29.4316,106.9123,2020-02-09,,,,
Shandong,Mainland China,2020-02-09 23:20,459,0,63,1,36.6512,117.1201,2020-02-09,,,,
Sichuan,Mainland China,2020-02-09 23:20,405,0,76,1,30.5728,104.0668,2020-02-09,,,,
Beijing,Mainland China,2020-02-09 23:20,337,0,44,2,39.9042,116.4074,2020-02-09,,,,
Heilongjiang,Mainland China,2020-02-09 23:20,331,0,15,7,45.8038,126.535,2020-02-09,,,,
Shanghai,Mainland China,2020-02-09 23:20,295,0,44,1,31.2304,121.4737,2020-02-09,,,,
Fujian,Mainland China,2020-02-09 23:20,261,0,35,0,26.0745,119.2965,2020-02-09,,,,
Hebei,Mainland China,2020-02-09 23:20,218,0,35,2,38.0428,114.5149,2020-02-09,,,,
Shaanxi,Mainland China,2020-02-09 23:20,213,0,26,0,34.3416,108.9398,2020-02-09,,,,
Guangxi,Mainland China,2020-02-09 23:20,210,0,18,1,22.817,108.3665,2020-02-09,,,,
Yunnan,Mainland China,2020-02-09 23:20,141,0,18,0,24.8801,102.8329,2020-02-09,,,,
Hainan,Mainland China,2020-02-09 23:20,136,0,19,3,20.0444,110.1983,2020-02-09,,,,
Shanxi,Mainland China,2020-02-09 23:20,119,0,25,0,37.8706,112.5489,2020-02-09,,,,
Guizhou,Mainland China,2020-02-09 23:20,109,0,7,1,26.6477,106.6302,2020-02-09,,,,
Liaoning,Mainland China,2020-02-09 23:20,107,0,12,0,41.8057,123.4315,2020-02-09,,,,
Tianjin,Mainland China,2020-02-09 23:20,94,0,4,1,39.3434,117.3616,2020-02-09,,,,
Gansu,Mainland China,2020-02-09 23:20,83,0,16,2,36.0611,103.8343,2020-02-09,,,,
Jilin,Mainland China,2020-02-09 23:20,80,0,12,1,43.8171,125.3235,2020-02-09,,,,
Diamond Princess cruise ship,Others,2020-02-09 23:20,64,0,0,0,35.4437,139.638,2020-02-09,,,,
Inner Mongolia,Mainland China,2020-02-09 23:20,58,0,5,0,40.8424,111.75,2020-02-09,,,,
Ningxia,Mainland China,2020-02-09 23:20,49,0,13,0,38.4872,106.2309,2020-02-09,,,,
Xinjiang,Mainland China,2020-02-09 23:20,49,0,0,0,43.8256,87.6168,2020-02-09,,,,
Singapore,Singapore,2020-02-09 23:20,43,0,2,0,1.3521,103.8198,2020-02-09,,,,
Hong Kong,Hong Kong,2020-02-09 23:20,36,0,0,1,22.3193,114.1694,2020-02-09,,,,
Bankok,Thailand,2020-02-09 23:20,32,0,10,0,13.7563,100.5018,2020-02-09,,,,
Seoul,South Korea,2020-02-09 23:20,27,0,3,0,37.5665,126.978,2020-02-09,"51,269,185",SE,2020-01-21,d19
Tokyo,Japan,2020-02-09 23:20,26,0,1,0,35.6762,139.6503,2020-02-09,,,,
Qinghai,Mainland China,2020-02-09 23:20,18,0,3,0,36.6171,101.7782,2020-02-09,,,,
Kuala Lumpur,Malaysia,2020-02-09 23:20,18,0,1,0,3.139,101.6869,2020-02-09,,,,
Taiwan,Taiwan,2020-02-09 23:20,18,0,1,0,25.033,121.5654,2020-02-09,,,,
Bavaria,Germany,2020-02-09 23:20,14,0,0,0,48.1351,11.582,2020-02-09,,,,
Hanoi,Vietnam,2020-02-09 23:20,14,0,1,0,21.0278,105.8342,2020-02-09,,,,
Paris,France,2020-02-09 23:20,11,0,0,0,48.8566,2.3522,2020-02-09,,,,
Macau,Macau,2020-02-09 23:20,10,0,1,0,22.1987,113.5439,2020-02-09,,,,
Abu Dhabi,United Arab Emirates,2020-02-09 23:20,7,0,0,0,24.4539,54.3773,2020-02-09,,,,
Queensland,Australia,2020-02-09 23:20,5,0,0,0,27.4698,153.0251,2020-02-09,,,,
New South Wales,Australia,2020-02-09 23:20,4,0,2,0,-33.8688,151.2093,2020-02-09,,,,
Victoria,Australia,2020-02-09 23:20,4,0,0,0,-37.8136,144.9631,2020-02-09,,,,
British Columbia,Canada,2020-02-09 23:20,4,0,0,0,49.2827,-123.1207,2020-02-09,5020302,BC,2020-01-28,d12
New Delhi,India,2020-02-09 23:20,3,0,0,0,28.6139,77.209,2020-02-09,,,,
Rome,Italy,2020-02-09 23:20,3,0,0,0,41.9028,12.4964,2020-02-09,"60,461,826",RM,2020-01-30,d10
Manila,Philippines,2020-02-09 23:20,3,0,0,1,14.5995,120.9842,2020-02-09,,,,
Oxfordshire,UK,2020-02-09 23:20,3,0,0,0,51.7612,-1.2465,2020-02-09,,,,
South Australia,Australia,2020-02-09 23:20,2,0,0,0,-34.9285,138.6007,2020-02-09,,,,
"Toronto, ON",Canada,2020-02-09 23:20,2,0,0,0,43.6532,-79.3832,2020-02-09,14446515,ON,2020-01-26,d14
Zabaikalsky,Russia,2020-02-09 23:20,2,0,0,0,53.0929,116.9677,2020-02-09,,,,
Madrid,Spain,2020-02-09 23:20,2,0,0,0,40.4168,-3.7038,2020-02-09,,,,
"Chicago, IL",US,2020-02-09 23:20,2,0,2,0,40.6331,-89.3985,2020-02-09,,,,
"San Benito, CA",US,2020-02-09 23:20,2,0,0,0,36.5761,-120.9876,2020-02-09,,,,
"Santa Clara, CA",US,2020-02-09 23:20,2,0,0,0,37.3541,-121.9552,2020-02-09,,,,
Brussels,Belgium,2020-02-09 23:20,1,0,0,0,50.8503,4.3517,2020-02-09,,,,
Phnom Penh,Cambodia,2020-02-09 23:20,1,0,0,0,11.5564,104.9282,2020-02-09,,,,
"London, ON",Canada,2020-02-09 23:20,1,0,0,0,42.9849,-81.2453,2020-02-09,14446515,ON,2020-01-26,d14
Helsinki,Finland,2020-02-09 23:20,1,0,0,0,60.1699,24.9384,2020-02-09,,,,
Tibet,Mainland China,2020-02-09 23:20,1,0,0,0,29.6548,91.1406,2020-02-09,,,,
Kathmandu,Nepal,2020-02-09 23:20,1,0,0,0,27.7172,85.324,2020-02-09,,,,
Colombo,Sri Lanka,2020-02-09 23:20,1,0,1,0,6.9271,79.8612,2020-02-09,,,,
Jonkoping,Sweden,2020-02-09 23:20,1,0,0,0,57.7826,14.1618,2020-02-09,,,,
"Boston, MA",US,2020-02-09 23:20,1,0,0,0,42.3601,-71.0589,2020-02-09,,,,
"Los Angeles, CA",US,2020-02-09 23:20,1,0,0,0,34.0522,-118.2437,2020-02-09,,,,
"Madison, WI",US,2020-02-09 23:20,1,0,0,0,43.0186,-89.5498,2020-02-09,,,,
"Orange, CA",US,2020-02-09 23:20,1,0,0,0,33.7879,-117.8531,2020-02-09,,,,
"Seattle, WA",US,2020-02-09 23:20,1,0,1,0,47.7511,-120.74,2020-02-09,,,,
"Tempe, AZ",US,2020-02-09 23:20,1,0,0,0,33.4255,-111.94,2020-02-09,,,,
Hubei,Mainland China,2020-02-10 10:30,29631,0,1854,871,30.5928,114.3055,2020-02-10,59000000,HB,2020-01-21,d20
Guangdong,Mainland China,2020-02-10 10:30,1159,0,167,1,23.1291,113.2644,2020-02-10,,,,
Zhejiang,Mainland China,2020-02-10 10:30,1092,0,242,0,30.2741,120.1551,2020-02-10,,,,
Henan,Mainland China,2020-02-10 10:30,1073,0,191,6,34.7466,113.6253,2020-02-10,,,,
Hunan,Mainland China,2020-02-10 10:30,879,0,208,1,28.2282,112.9388,2020-02-10,,,,
Anhui,Mainland China,2020-02-10 10:30,830,0,88,3,31.8206,117.2272,2020-02-10,,,,
Jiangxi,Mainland China,2020-02-10 10:30,771,0,105,1,28.6829,115.8582,2020-02-10,,,,
Jiangsu,Mainland China,2020-02-10 10:30,492,0,81,0,32.0603,118.7969,2020-02-10,,,,
Chongqing,Mainland China,2020-02-10 10:30,473,0,66,2,29.4316,106.9123,2020-02-10,,,,
Shandong,Mainland China,2020-02-10 10:30,466,0,66,1,36.6512,117.1201,2020-02-10,,,,
Sichuan,Mainland China,2020-02-10 10:30,405,0,80,1,30.5728,104.0668,2020-02-10,,,,
Beijing,Mainland China,2020-02-10 10:30,337,0,44,2,39.9042,116.4074,2020-02-10,,,,
Heilongjiang,Mainland China,2020-02-10 10:30,331,0,30,7,45.8038,126.535,2020-02-10,,,,
Shanghai,Mainland China,2020-02-10 10:30,299,0,48,1,31.2304,121.4737,2020-02-10,,,,
Fujian,Mainland China,2020-02-10 10:30,261,0,39,0,26.0745,119.2965,2020-02-10,,,,
Hebei,Mainland China,2020-02-10 10:30,218,0,41,2,38.0428,114.5149,2020-02-10,,,,
Shaanxi,Mainland China,2020-02-10 10:30,213,0,30,0,34.3416,108.9398,2020-02-10,,,,
Guangxi,Mainland China,2020-02-10 10:30,210,0,24,1,22.817,108.3665,2020-02-10,,,,
Yunnan,Mainland China,2020-02-10 10:30,149,0,19,0,24.8801,102.8329,2020-02-10,,,,
Hainan,Mainland China,2020-02-10 10:30,138,0,19,3,20.0444,110.1983,2020-02-10,,,,
Shanxi,Mainland China,2020-02-10 10:30,119,0,25,0,37.8706,112.5489,2020-02-10,,,,
Guizhou,Mainland China,2020-02-10 10:30,109,0,10,1,26.6477,106.6302,2020-02-10,,,,
Liaoning,Mainland China,2020-02-10 10:30,108,0,13,0,41.8057,123.4315,2020-02-10,,,,
Tianjin,Mainland China,2020-02-10 10:30,95,0,8,1,39.3434,117.3616,2020-02-10,,,,
Gansu,Mainland China,2020-02-10 10:30,83,0,17,2,36.0611,103.8343,2020-02-10,,,,
Jilin,Mainland China,2020-02-10 10:30,80,0,13,1,43.8171,125.3235,2020-02-10,,,,
Diamond Princess cruise ship,Others,2020-02-10 10:30,64,0,0,0,35.4437,139.638,2020-02-10,,,,
Inner Mongolia,Mainland China,2020-02-10 10:30,58,0,5,0,40.8424,111.75,2020-02-10,,,,
Ningxia,Mainland China,2020-02-10 10:30,49,0,13,0,38.4872,106.2309,2020-02-10,,,,
Xinjiang,Mainland China,2020-02-10 10:30,49,0,0,0,43.8256,87.6168,2020-02-10,,,,
Singapore,Singapore,2020-02-10 10:30,43,0,2,0,1.3521,103.8198,2020-02-10,,,,
Hong Kong,Hong Kong,2020-02-10 10:30,38,0,0,1,22.3193,114.1694,2020-02-10,,,,
Bankok,Thailand,2020-02-10 10:30,32,0,10,0,13.7563,100.5018,2020-02-10,,,,
Seoul,South Korea,2020-02-10 10:30,27,0,3,0,37.5665,126.978,2020-02-10,"51,269,185",SE,2020-01-21,d20
Tokyo,Japan,2020-02-10 10:30,26,0,4,0,35.6762,139.6503,2020-02-10,,,,
Qinghai,Mainland China,2020-02-10 10:30,18,0,3,0,36.6171,101.7782,2020-02-10,,,,
Kuala Lumpur,Malaysia,2020-02-10 10:30,18,0,1,0,3.139,101.6869,2020-02-10,,,,
Taiwan,Taiwan,2020-02-10 10:30,18,0,1,0,25.033,121.5654,2020-02-10,,,,
Bavaria,Germany,2020-02-10 10:30,14,0,0,0,48.1351,11.582,2020-02-10,,,,
Hanoi,Vietnam,2020-02-10 10:30,14,0,1,0,21.0278,105.8342,2020-02-10,,,,
Paris,France,2020-02-10 10:30,11,0,0,0,48.8566,2.3522,2020-02-10,,,,
Macau,Macau,2020-02-10 10:30,10,0,1,0,22.1987,113.5439,2020-02-10,,,,
Abu Dhabi,United Arab Emirates,2020-02-10 10:30,7,0,0,0,24.4539,54.3773,2020-02-10,,,,
Queensland,Australia,2020-02-10 10:30,5,0,0,0,27.4698,153.0251,2020-02-10,,,,
New South Wales,Australia,2020-02-10 10:30,4,0,2,0,-33.8688,151.2093,2020-02-10,,,,
Victoria,Australia,2020-02-10 10:30,4,0,0,0,-37.8136,144.9631,2020-02-10,,,,
British Columbia,Canada,2020-02-10 10:30,4,0,0,0,49.2827,-123.1207,2020-02-10,5020302,BC,2020-01-28,d13
New Delhi,India,2020-02-10 10:30,3,0,0,0,28.6139,77.209,2020-02-10,,,,
Rome,Italy,2020-02-10 10:30,3,0,0,0,41.9028,12.4964,2020-02-10,"60,461,826",RM,2020-01-30,d11
