Province,Country_region,Datetime,Confirmed,Suspect,Recovered,Death,Longitude,Latitude,Date,Popluation,Province2,Day0,Dayserial
Washington,US,2020-01-25 12:00,1,0,0,0,47.7511,-120.74,2020-01-25,,,,
Illinois,US,2020-01-25 12:00,1,0,0,0,40.6331,-89.3985,2020-01-25,,,,
Tokyo,Japan,2020-01-25 12:00,2,0,0,0,35.6762,139.6503,2020-01-25,,,,
Bankok,Thailand,2020-01-25 12:00,7,0,0,0,13.7563,100.5018,2020-01-25,,,,
Seoul,South Korea,2020-01-25 12:00,2,0,0,0,37.5665,126.978,2020-01-25,"51,269,185",SE,2020-01-21,d4
Singapore,Singapore,2020-01-25 12:00,3,0,0,0,1.3521,103.8198,2020-01-25,,,,
Hanoi,Vietnam,2020-01-25 12:00,2,0,0,0,21.0278,105.8342,2020-01-25,,,,
Paris,France,2020-01-25 12:00,3,0,0,0,48.8566,2.3522,2020-01-25,,,,
Melbourne,Australia,2020-01-25 12:00,4,0,0,0,-37.8136,144.9631,2020-01-25,,,,
Kathmandu,Nepal,2020-01-25 12:00,1,0,0,0,27.7172,85.324,2020-01-25,,,,
Kuala Lumpur,Malaysia,2020-01-25 12:00,3,0,0,0,3.139,101.6869,2020-01-25,,,,
Hubei,Mainland China,2020-01-25 22:00,1052,0,42,52,30.5928,114.3055,2020-01-25,59000000,HB,2020-01-21,d4
Zhejiang,Mainland China,2020-01-25 22:00,104,0,1,0,30.2741,120.1551,2020-01-25,,,,
Guangdong,Mainland China,2020-01-25 22:00,98,0,2,0,23.1291,113.2644,2020-01-25,,,,
Henan,Mainland China,2020-01-25 22:00,83,3,0,1,34.7466,113.6253,2020-01-25,,,,
Chongqing,Mainland China,2020-01-25 22:00,75,0,0,0,29.4316,106.9123,2020-01-25,,,,
Hunan,Mainland China,2020-01-25 22:00,69,0,0,0,28.2282,112.9388,2020-01-25,,,,
Anhui,Mainland China,2020-01-25 22:00,60,4,0,0,31.8206,117.2272,2020-01-25,,,,
Beijing,Mainland China,2020-01-25 22:00,51,0,2,0,39.9042,116.4074,2020-01-25,,,,
Sichuan,Mainland China,2020-01-25 22:00,44,4,0,0,30.5728,104.0668,2020-01-25,,,,
Shanghai,Mainland China,2020-01-25 22:00,40,72,1,1,31.2304,121.4737,2020-01-25,,,,
Shandong,Mainland China,2020-01-25 22:00,39,0,0,0,36.6512,117.1201,2020-01-25,,,,
Jiangxi,Mainland China,2020-01-25 22:00,36,0,0,0,28.6829,115.8582,2020-01-25,,,,
Guangxi,Mainland China,2020-01-25 22:00,33,0,0,0,22.817,108.3665,2020-01-25,,,,
Jiangsu,Mainland China,2020-01-25 22:00,31,0,1,0,32.0603,118.7969,2020-01-25,,,,
Hainan,Mainland China,2020-01-25 22:00,19,0,0,0,20.0444,110.1983,2020-01-25,,,,
Liaoning,Mainland China,2020-01-25 22:00,19,0,0,0,41.8057,123.4315,2020-01-25,,,,
Fujian,Mainland China,2020-01-25 22:00,18,20,0,1,26.0745,119.2965,2020-01-25,,,,
Heilongjiang,Mainland China,2020-01-25 22:00,15,0,0,0,45.8038,126.535,2020-01-25,,,,
Shaanxi,Mainland China,2020-01-25 22:00,15,0,0,0,34.3416,108.9398,2020-01-25,,,,
Tianjin,Mainland China,2020-01-25 22:00,13,0,0,0,39.3434,117.3616,2020-01-25,,,,
Hebei,Mainland China,2020-01-25 22:00,13,0,0,1,38.0428,114.5149,2020-01-25,,,,
Yunnan,Mainland China,2020-01-25 22:00,11,58,0,0,24.8801,102.8329,2020-01-25,,,,
Shanxi,Mainland China,2020-01-25 22:00,9,0,0,0,37.8706,112.5489,2020-01-25,,,,
Inner Mongolia,Mainland China,2020-01-25 22:00,7,0,0,0,40.8424,111.75,2020-01-25,,,,
Gansu,Mainland China,2020-01-25 22:00,7,0,0,0,36.0611,103.8343,2020-01-25,,,,
Guizhou,Mainland China,2020-01-25 22:00,5,0,0,0,26.6477,106.6302,2020-01-25,,,,
Hong Kong,Hong Kong,2020-01-25 22:00,5,244,0,0,22.3193,114.1694,2020-01-25,,,,
Ningxia,Mainland China,2020-01-25 22:00,4,1,0,0,38.4872,106.2309,2020-01-25,,,,
Jilin,Mainland China,2020-01-25 22:00,4,0,0,0,43.8171,125.3235,2020-01-25,,,,
Xinjiang,Mainland China,2020-01-25 22:00,4,0,0,0,43.8256,87.6168,2020-01-25,,,,
Taiwan,Taiwan,2020-01-25 22:00,3,0,0,0,25.033,121.5654,2020-01-25,,,,
Macau,Macau,2020-01-25 22:00,2,0,0,0,22.1987,113.5439,2020-01-25,,,,
Qinghai,Mainland China,2020-01-25 22:00,1,0,0,0,36.6171,101.7782,2020-01-25,,,,
Washington,US,2020-01-25 22:00,1,0,0,0,47.7511,-120.74,2020-01-25,,,,
Illinois,US,2020-01-25 22:00,1,0,0,0,40.6331,-89.3985,2020-01-25,,,,
Tokyo,Japan,2020-01-25 22:00,2,0,0,0,35.6762,139.6503,2020-01-25,,,,
Bankok,Thailand,2020-01-25 22:00,7,0,0,0,13.7563,100.5018,2020-01-25,,,,
Seoul,South Korea,2020-01-25 22:00,3,0,0,0,37.5665,126.978,2020-01-25,"51,269,185",SE,2020-01-21,d4
Singapore,Singapore,2020-01-25 22:00,3,0,0,0,1.3521,103.8198,2020-01-25,,,,
Hanoi,Vietnam,2020-01-25 22:00,2,0,0,0,21.0278,105.8342,2020-01-25,,,,
Paris,France,2020-01-25 22:00,3,0,0,0,48.8566,2.3522,2020-01-25,,,,
Melbourne,Australia,2020-01-25 22:00,4,0,0,0,-37.8136,144.9631,2020-01-25,,,,
Kathmandu,Nepal,2020-01-25 22:00,1,0,0,0,27.7172,85.324,2020-01-25,,,,
Kuala Lumpur,Malaysia,2020-01-25 22:00,3,0,0,0,3.139,101.6869,2020-01-25,,,,
Hubei,Mainland China,2020-01-26 11:00,1058,0,42,52,30.5928,114.3055,2020-01-26,59000000,HB,2020-01-21,d5
Guangdong,Mainland China,2020-01-26 11:00,111,0,2,0,23.1291,113.2644,2020-01-26,,,,
Zhejiang,Mainland China,2020-01-26 11:00,104,0,1,0,30.2741,120.1551,2020-01-26,,,,
Henan,Mainland China,2020-01-26 11:00,83,3,0,1,34.7466,113.6253,2020-01-26,,,,
Chongqing,Mainland China,2020-01-26 11:00,75,0,0,0,29.4316,106.9123,2020-01-26,,,,
Hunan,Mainland China,2020-01-26 11:00,69,0,0,0,28.2282,112.9388,2020-01-26,,,,
Beijing,Mainland China,2020-01-26 11:00,68,0,2,0,39.9042,116.4074,2020-01-26,,,,
Anhui,Mainland China,2020-01-26 11:00,60,4,0,0,31.8206,117.2272,2020-01-26,,,,
Shandong,Mainland China,2020-01-26 11:00,46,0,0,0,36.6512,117.1201,2020-01-26,,,,
Sichuan,Mainland China,2020-01-26 11:00,44,4,0,0,30.5728,104.0668,2020-01-26,,,,
Shanghai,Mainland China,2020-01-26 11:00,40,72,1,1,31.2304,121.4737,2020-01-26,,,,
Guangxi,Mainland China,2020-01-26 11:00,36,0,0,0,22.817,108.3665,2020-01-26,,,,
Jiangxi,Mainland China,2020-01-26 11:00,36,0,0,0,28.6829,115.8582,2020-01-26,,,,
Fujian,Mainland China,2020-01-26 11:00,35,20,0,0,26.0745,119.2965,2020-01-26,,,,
Jiangsu,Mainland China,2020-01-26 11:00,33,0,1,0,32.0603,118.7969,2020-01-26,,,,
Hainan,Mainland China,2020-01-26 11:00,22,0,0,0,20.0444,110.1983,2020-01-26,,,,
Shaanxi,Mainland China,2020-01-26 11:00,22,0,0,0,34.3416,108.9398,2020-01-26,,,,
Liaoning,Mainland China,2020-01-26 11:00,21,0,0,0,41.8057,123.4315,2020-01-26,,,,
Yunnan,Mainland China,2020-01-26 11:00,16,36,0,0,24.8801,102.8329,2020-01-26,,,,
Heilongjiang,Mainland China,2020-01-26 11:00,15,0,0,1,45.8038,126.535,2020-01-26,,,,
Tianjin,Mainland China,2020-01-26 11:00,14,0,0,0,39.3434,117.3616,2020-01-26,,,,
Hebei,Mainland China,2020-01-26 11:00,13,0,0,1,38.0428,114.5149,2020-01-26,,,,
Shanxi,Mainland China,2020-01-26 11:00,9,0,0,0,37.8706,112.5489,2020-01-26,,,,
Hong Kong,Hong Kong,2020-01-26 11:00,8,244,0,0,22.3193,114.1694,2020-01-26,,,,
Inner Mongolia,Mainland China,2020-01-26 11:00,7,0,0,0,40.8424,111.75,2020-01-26,,,,
Gansu,Mainland China,2020-01-26 11:00,7,0,0,0,36.0611,103.8343,2020-01-26,,,,
Guizhou,Mainland China,2020-01-26 11:00,5,0,0,0,26.6477,106.6302,2020-01-26,,,,
Macau,Macau,2020-01-26 11:00,5,0,0,0,22.1987,113.5439,2020-01-26,,,,
Ningxia,Mainland China,2020-01-26 11:00,4,0,0,0,38.4872,106.2309,2020-01-26,,,,
Jilin,Mainland China,2020-01-26 11:00,4,0,0,0,43.8171,125.3235,2020-01-26,,,,
Taiwan,Taiwan,2020-01-26 11:00,4,0,0,0,25.033,121.5654,2020-01-26,,,,
Xinjiang,Mainland China,2020-01-26 11:00,4,0,0,0,43.8256,87.6168,2020-01-26,,,,
Qinghai,Mainland China,2020-01-26 11:00,1,0,0,0,36.6171,101.7782,2020-01-26,,,,
Washington,US,2020-01-26 11:00,1,0,0,0,47.7511,-120.74,2020-01-26,,,,
Illinois,US,2020-01-26 11:00,1,0,0,0,40.6331,-89.3985,2020-01-26,,,,
California,US,2020-01-26 11:00,1,0,0,0,36.7783,-119.417,2020-01-26,,,,
Tokyo,Japan,2020-01-26 11:00,4,0,1,0,35.6762,139.6503,2020-01-26,,,,
Bankok,Thailand,2020-01-26 11:00,8,0,2,0,13.7563,100.5018,2020-01-26,,,,
Seoul,South Korea,2020-01-26 11:00,3,0,0,0,37.5665,126.978,2020-01-26,"51,269,185",SE,2020-01-21,d5
Singapore,Singapore,2020-01-26 11:00,4,0,0,0,1.3521,103.8198,2020-01-26,,,,
Hanoi,Vietnam,2020-01-26 11:00,2,0,0,0,21.0278,105.8342,2020-01-26,,,,
Paris,France,2020-01-26 11:00,3,0,0,0,48.8566,2.3522,2020-01-26,,,,
Melbourne,Australia,2020-01-26 11:00,4,0,0,0,-37.8136,144.9631,2020-01-26,,,,
Kathmandu,Nepal,2020-01-26 11:00,1,0,0,0,27.7172,85.324,2020-01-26,,,,
Kuala Lumpur,Malaysia,2020-01-26 11:00,4,0,0,0,3.139,101.6869,2020-01-26,,,,
Ontario,Canada,2020-01-26 11:00,1,0,0,0,43.6532,-79.3832,2020-01-26,14446515,ON,2020-01-26,d0
Hubei,Mainland China,2020-01-26 23:00,1423,0,44,76,30.5928,114.3055,2020-01-26,59000000,HB,2020-01-21,d5
Guangdong,Mainland China,2020-01-26 23:00,146,0,2,0,23.1291,113.2644,2020-01-26,,,,
Zhejiang,Mainland China,2020-01-26 23:00,128,0,1,0,30.2741,120.1551,2020-01-26,,,,
Henan,Mainland China,2020-01-26 23:00,128,0,0,1,34.7466,113.6253,2020-01-26,,,,
Chongqing,Mainland China,2020-01-26 23:00,110,0,0,0,29.4316,106.9123,2020-01-26,,,,
Hunan,Mainland China,2020-01-26 23:00,100,0,0,0,28.2282,112.9388,2020-01-26,,,,
Anhui,Mainland China,2020-01-26 23:00,70,0,0,0,31.8206,117.2272,2020-01-26,,,,
Sichuan,Mainland China,2020-01-26 23:00,69,0,0,0,30.5728,104.0668,2020-01-26,,,,
Beijing,Mainland China,2020-01-26 23:00,68,0,2,0,39.9042,116.4074,2020-01-26,,,,
Shandong,Mainland China,2020-01-26 23:00,63,0,0,0,36.6512,117.1201,2020-01-26,,,,
Shanghai,Mainland China,2020-01-26 23:00,53,0,1,1,31.2304,121.4737,2020-01-26,,,,
Jiangxi,Mainland China,2020-01-26 23:00,48,0,0,0,28.6829,115.8582,2020-01-26,,,,
Jiangsu,Mainland China,2020-01-26 23:00,47,0,1,0,32.0603,118.7969,2020-01-26,,,,
Guangxi,Mainland China,2020-01-26 23:00,46,0,0,0,22.817,108.3665,2020-01-26,,,,
Fujian,Mainland China,2020-01-26 23:00,35,0,0,0,26.0745,119.2965,2020-01-26,,,,
Liaoning,Mainland China,2020-01-26 23:00,23,0,0,0,41.8057,123.4315,2020-01-26,,,,
Hainan,Mainland China,2020-01-26 23:00,22,0,0,0,20.0444,110.1983,2020-01-26,,,,
Shaanxi,Mainland China,2020-01-26 23:00,22,0,0,0,34.3416,108.9398,2020-01-26,,,,
Heilongjiang,Mainland China,2020-01-26 23:00,21,0,0,1,45.8038,126.535,2020-01-26,,,,
Yunnan,Mainland China,2020-01-26 23:00,19,0,0,0,24.8801,102.8329,2020-01-26,,,,
Hebei,Mainland China,2020-01-26 23:00,18,0,0,1,38.0428,114.5149,2020-01-26,,,,
Tianjin,Mainland China,2020-01-26 23:00,14,0,0,0,39.3434,117.3616,2020-01-26,,,,
Gansu,Mainland China,2020-01-26 23:00,14,0,0,0,36.0611,103.8343,2020-01-26,,,,
Shanxi,Mainland China,2020-01-26 23:00,13,0,0,0,37.8706,112.5489,2020-01-26,,,,
Inner Mongolia,Mainland China,2020-01-26 23:00,11,0,0,0,40.8424,111.75,2020-01-26,,,,
Hong Kong,Hong Kong,2020-01-26 23:00,8,0,0,0,22.3193,114.1694,2020-01-26,,,,
Guizhou,Mainland China,2020-01-26 23:00,7,0,0,0,26.6477,106.6302,2020-01-26,,,,
Jilin,Mainland China,2020-01-26 23:00,6,0,0,0,43.8171,125.3235,2020-01-26,,,,
Macau,Macau,2020-01-26 23:00,6,0,0,0,22.1987,113.5439,2020-01-26,,,,
Xinjiang,Mainland China,2020-01-26 23:00,5,0,0,0,43.8256,87.6168,2020-01-26,,,,
Ningxia,Mainland China,2020-01-26 23:00,4,0,0,0,38.4872,106.2309,2020-01-26,,,,
Taiwan,Taiwan,2020-01-26 23:00,4,0,0,0,25.033,121.5654,2020-01-26,,,,
Qinghai,Mainland China,2020-01-26 23:00,4,0,0,0,36.6171,101.7782,2020-01-26,,,,
Washington,US,2020-01-26 23:00,1,0,0,0,47.7511,-120.74,2020-01-26,,,,
Illinois,US,2020-01-26 23:00,1,0,0,0,40.6331,-89.3985,2020-01-26,,,,
California,US,2020-01-26 23:00,2,0,0,0,36.7783,-119.417,2020-01-26,,,,
Arizona,US,2020-01-26 23:00,1,0,0,0,34.0489,-111.0937,2020-01-26,,,,
Tokyo,Japan,2020-01-26 23:00,4,0,1,0,35.6762,139.6503,2020-01-26,,,,
Bankok,Thailand,2020-01-26 23:00,8,0,2,0,13.7563,100.5018,2020-01-26,,,,
Seoul,South Korea,2020-01-26 23:00,3,0,0,0,37.5665,126.978,2020-01-26,"51,269,185",SE,2020-01-21,d5
Singapore,Singapore,2020-01-26 23:00,4,0,0,0,1.3521,103.8198,2020-01-26,,,,
Hanoi,Vietnam,2020-01-26 23:00,2,0,0,0,21.0278,105.8342,2020-01-26,,,,
Paris,France,2020-01-26 23:00,3,0,0,0,48.8566,2.3522,2020-01-26,,,,
Melbourne,Australia,2020-01-26 23:00,4,0,0,0,-37.8136,144.9631,2020-01-26,,,,
Kathmandu,Nepal,2020-01-26 23:00,1,0,0,0,27.7172,85.324,2020-01-26,,,,
Kuala Lumpur,Malaysia,2020-01-26 23:00,4,0,0,0,3.139,101.6869,2020-01-26,,,,
Ontario,Canada,2020-01-26 23:00,1,0,0,0,43.6532,-79.3832,2020-01-26,14446515,ON,2020-01-26,d0
Hubei,Mainland China,2020-01-27 9:00,1423,0,45,76,30.5928,114.3055,2020-01-27,59000000,HB,2020-01-21,d6
Guangdong,Mainland China,2020-01-27 9:00,151,0,3,0,23.1291,113.2644,2020-01-27,,,,
Zhejiang,Mainland China,2020-01-27 9:00,128,0,1,0,30.2741,120.1551,2020-01-27,,,,
Henan,Mainland China,2020-01-27 9:00,128,0,0,0,34.7466,113.6253,2020-01-27,,,,
Chongqing,Mainland China,2020-01-27 9:00,110,0,0,1,29.4316,106.9123,2020-01-27,,,,
Hunan,Mainland China,2020-01-27 9:00,100,0,0,0,28.2282,112.9388,2020-01-27,,,,
Shandong,Mainland China,2020-01-27 9:00,75,0,0,0,36.6512,117.1201,2020-01-27,,,,
Beijing,Mainland China,2020-01-27 9:00,72,0,2,0,39.9042,116.4074,2020-01-27,,,,
Anhui,Mainland China,2020-01-27 9:00,70,0,0,0,31.8206,117.2272,2020-01-27,,,,
Sichuan,Mainland China,2020-01-27 9:00,69,0,0,0,30.5728,104.0668,2020-01-27,,,,
Fujian,Mainland China,2020-01-27 9:00,56,0,0,0,26.0745,119.2965,2020-01-27,,,,
Shanghai,Mainland China,2020-01-27 9:00,53,0,3,1,31.2304,121.4737,2020-01-27,,,,
Jiangxi,Mainland China,2020-01-27 9:00,48,0,1,0,28.6829,115.8582,2020-01-27,,,,
Jiangsu,Mainland China,2020-01-27 9:00,47,0,1,0,32.0603,118.7969,2020-01-27,,,,
Guangxi,Mainland China,2020-01-27 9:00,46,0,0,0,22.817,108.3665,2020-01-27,,,,
Shaanxi,Mainland China,2020-01-27 9:00,35,0,0,0,34.3416,108.9398,2020-01-27,,,,
Hainan,Mainland China,2020-01-27 9:00,33,0,0,1,20.0444,110.1983,2020-01-27,,,,
Liaoning,Mainland China,2020-01-27 9:00,27,0,0,0,41.8057,123.4315,2020-01-27,,,,
Yunnan,Mainland China,2020-01-27 9:00,26,0,0,0,24.8801,102.8329,2020-01-27,,,,
Tianjin,Mainland China,2020-01-27 9:00,22,0,0,0,39.3434,117.3616,2020-01-27,,,,
Heilongjiang,Mainland China,2020-01-27 9:00,21,0,0,1,45.8038,126.535,2020-01-27,,,,
Hebei,Mainland China,2020-01-27 9:00,18,0,0,1,38.0428,114.5149,2020-01-27,,,,
Gansu,Mainland China,2020-01-27 9:00,14,0,0,0,36.0611,103.8343,2020-01-27,,,,
Shanxi,Mainland China,2020-01-27 9:00,13,0,0,0,37.8706,112.5489,2020-01-27,,,,
Inner Mongolia,Mainland China,2020-01-27 9:00,11,0,0,0,40.8424,111.75,2020-01-27,,,,
Hong Kong,Hong Kong,2020-01-27 9:00,8,0,0,0,22.3193,114.1694,2020-01-27,,,,
Guizhou,Mainland China,2020-01-27 9:00,7,0,0,0,26.6477,106.6302,2020-01-27,,,,
Ningxia,Mainland China,2020-01-27 9:00,7,0,0,0,38.4872,106.2309,2020-01-27,,,,
Jilin,Mainland China,2020-01-27 9:00,6,0,0,0,43.8171,125.3235,2020-01-27,,,,
Macau,Macau,2020-01-27 9:00,6,0,0,0,22.1987,113.5439,2020-01-27,,,,
Taiwan,Taiwan,2020-01-27 9:00,5,0,0,0,25.033,121.5654,2020-01-27,,,,
Xinjiang,Mainland China,2020-01-27 9:00,5,0,0,0,43.8256,87.6168,2020-01-27,,,,
Qinghai,Mainland China,2020-01-27 9:00,4,0,0,0,36.6171,101.7782,2020-01-27,,,,
Washington,US,2020-01-27 9:00,1,0,0,0,47.7511,-120.74,2020-01-27,,,,
Illinois,US,2020-01-27 9:00,1,0,0,0,40.6331,-89.3985,2020-01-27,,,,
California,US,2020-01-27 9:00,2,0,0,0,36.7783,-119.417,2020-01-27,,,,
Arizona,US,2020-01-27 9:00,1,0,0,0,34.0489,-111.0937,2020-01-27,,,,
Tokyo,Japan,2020-01-27 9:00,4,0,1,0,35.6762,139.6503,2020-01-27,,,,
Bankok,Thailand,2020-01-27 9:00,8,0,2,0,13.7563,100.5018,2020-01-27,,,,
Seoul,South Korea,2020-01-27 9:00,4,0,0,0,37.5665,126.978,2020-01-27,"51,269,185",SE,2020-01-21,d6
Singapore,Singapore,2020-01-27 9:00,4,0,0,0,1.3521,103.8198,2020-01-27,,,,
Hanoi,Vietnam,2020-01-27 9:00,2,0,0,0,21.0278,105.8342,2020-01-27,,,,
Paris,France,2020-01-27 9:00,3,0,0,0,48.8566,2.3522,2020-01-27,,,,
Melbourne,Australia,2020-01-27 9:00,4,0,0,0,-37.8136,144.9631,2020-01-27,,,,
Kathmandu,Nepal,2020-01-27 9:00,1,0,0,0,27.7172,85.324,2020-01-27,,,,
Kuala Lumpur,Malaysia,2020-01-27 9:00,4,0,0,0,3.139,101.6869,2020-01-27,,,,
Ontario,Canada,2020-01-27 9:00,1,0,0,0,43.6532,-79.3832,2020-01-27,14446515,ON,2020-01-26,d1
Phnom Penh,Cambodia,2020-01-27 9:00,1,0,0,0,11.5564,104.9282,2020-01-27,,,,
Sydney,Australia,2020-01-27 9:00,1,0,0,0,-33.8688,151.2093,2020-01-27,,,,
Hubei,Mainland China,2020-01-27 19:00,1423,0,45,76,30.5928,114.3055,2020-01-27,59000000,HB,2020-01-21,d6
Guangdong,Mainland China,2020-01-27 19:00,151,0,4,0,23.1291,113.2644,2020-01-27,,,,
Zhejiang,Mainland China,2020-01-27 19:00,128,0,1,0,30.2741,120.1551,2020-01-27,,,,
Henan,Mainland China,2020-01-27 19:00,128,0,0,1,34.7466,113.6253,2020-01-27,,,,
Chongqing,Mainland China,2020-01-27 19:00,110,0,0,0,29.4316,106.9123,2020-01-27,,,,
Hunan,Mainland China,2020-01-27 19:00,100,0,0,0,28.2282,112.9388,2020-01-27,,,,
Beijing,Mainland China,2020-01-27 19:00,80,0,2,1,39.9042,116.4074,2020-01-27,,,,
Shandong,Mainland China,2020-01-27 19:00,75,0,0,0,36.6512,117.1201,2020-01-27,,,,
Jiangxi,Mainland China,2020-01-27 19:00,72,0,2,0,28.6829,115.8582,2020-01-27,,,,
Anhui,Mainland China,2020-01-27 19:00,70,0,0,0,31.8206,117.2272,2020-01-27,,,,
Sichuan,Mainland China,2020-01-27 19:00,69,0,0,0,30.5728,104.0668,2020-01-27,,,,
Fujian,Mainland China,2020-01-27 19:00,59,0,0,0,26.0745,119.2965,2020-01-27,,,,
Shanghai,Mainland China,2020-01-27 19:00,53,0,3,1,31.2304,121.4737,2020-01-27,,,,
Jiangsu,Mainland China,2020-01-27 19:00,47,0,1,0,32.0603,118.7969,2020-01-27,,,,
Guangxi,Mainland China,2020-01-27 19:00,46,0,0,0,22.817,108.3665,2020-01-27,,,,
Shaanxi,Mainland China,2020-01-27 19:00,35,0,0,0,34.3416,108.9398,2020-01-27,,,,
Hainan,Mainland China,2020-01-27 19:00,33,0,0,1,20.0444,110.1983,2020-01-27,,,,
Liaoning,Mainland China,2020-01-27 19:00,27,0,0,0,41.8057,123.4315,2020-01-27,,,,
Yunnan,Mainland China,2020-01-27 19:00,26,0,0,0,24.8801,102.8329,2020-01-27,,,,
Tianjin,Mainland China,2020-01-27 19:00,23,0,0,0,39.3434,117.3616,2020-01-27,,,,
Heilongjiang,Mainland China,2020-01-27 19:00,21,0,0,1,45.8038,126.535,2020-01-27,,,,
Hebei,Mainland China,2020-01-27 19:00,18,0,0,1,38.0428,114.5149,2020-01-27,,,,
Gansu,Mainland China,2020-01-27 19:00,14,0,0,0,36.0611,103.8343,2020-01-27,,,,
Shanxi,Mainland China,2020-01-27 19:00,13,0,0,0,37.8706,112.5489,2020-01-27,,,,
Inner Mongolia,Mainland China,2020-01-27 19:00,11,0,0,0,40.8424,111.75,2020-01-27,,,,
Hong Kong,Hong Kong,2020-01-27 19:00,8,0,0,0,22.3193,114.1694,2020-01-27,,,,
Guizhou,Mainland China,2020-01-27 19:00,7,0,0,0,26.6477,106.6302,2020-01-27,,,,
Ningxia,Mainland China,2020-01-27 19:00,7,0,0,0,38.4872,106.2309,2020-01-27,,,,
Jilin,Mainland China,2020-01-27 19:00,6,0,0,0,43.8171,125.3235,2020-01-27,,,,
Macau,Macau,2020-01-27 19:00,6,0,0,0,22.1987,113.5439,2020-01-27,,,,
Qinghai,Mainland China,2020-01-27 19:00,6,0,0,0,36.6171,101.7782,2020-01-27,,,,
Taiwan,Taiwan,2020-01-27 19:00,5,0,0,0,25.033,121.5654,2020-01-27,,,,
Xinjiang,Mainland China,2020-01-27 19:00,5,0,0,0,43.8256,87.6168,2020-01-27,,,,
Washington,US,2020-01-27 19:00,1,0,0,0,47.7511,-120.74,2020-01-27,,,,
Illinois,US,2020-01-27 19:00,1,0,0,0,40.6331,-89.3985,2020-01-27,,,,
California,US,2020-01-27 19:00,2,0,0,0,36.7783,-119.417,2020-01-27,,,,
Arizona,US,2020-01-27 19:00,1,0,0,0,34.0489,-111.0937,2020-01-27,,,,
Tokyo,Japan,2020-01-27 19:00,4,0,1,0,35.6762,139.6503,2020-01-27,,,,
Bankok,Thailand,2020-01-27 19:00,8,0,2,0,13.7563,100.5018,2020-01-27,,,,
Seoul,South Korea,2020-01-27 19:00,4,0,0,0,37.5665,126.978,2020-01-27,"51,269,185",SE,2020-01-21,d6
Singapore,Singapore,2020-01-27 19:00,5,0,0,0,1.3521,103.8198,2020-01-27,,,,
Hanoi,Vietnam,2020-01-27 19:00,2,0,0,0,21.0278,105.8342,2020-01-27,,,,
Paris,France,2020-01-27 19:00,3,0,0,0,48.8566,2.3522,2020-01-27,,,,
Kathmandu,Nepal,2020-01-27 19:00,1,0,0,0,27.7172,85.324,2020-01-27,,,,
Kuala Lumpur,Malaysia,2020-01-27 19:00,4,0,0,0,3.139,101.6869,2020-01-27,,,,
Ontario,Canada,2020-01-27 19:00,1,0,0,0,43.6532,-79.3832,2020-01-27,14446515,ON,2020-01-26,d1
Phnom Penh,Cambodia,2020-01-27 19:00,1,0,0,0,11.5564,104.9282,2020-01-27,,,,
Colombo,Sri Lanka,2020-01-27 19:00,1,0,0,0,6.9271,79.8612,2020-01-27,,,,
Yamoussoukro,Ivory Coast,2020-01-27 19:00,1,0,0,0,6.8276,-5.2893,2020-01-27,,,,
New South Wales,Australia,2020-01-27 19:00,4,0,0,0,-33.8688,151.2093,2020-01-27,,,,
Victoria,Australia,2020-01-27 19:00,1,0,0,0,-37.8136,144.9631,2020-01-27,,,,
Hubei,Mainland China,2020-01-27 20:30,2714,0,47,100,30.5928,114.3055,2020-01-27,59000000,HB,2020-01-21,d6
Zhejiang,Mainland China,2020-01-27 20:30,173,0,1,0,30.2741,120.1551,2020-01-27,,,,
Henan,Mainland China,2020-01-27 20:30,168,0,0,1,34.7466,113.6253,2020-01-27,,,,
Guangdong,Mainland China,2020-01-27 20:30,151,0,4,0,23.1291,113.2644,2020-01-27,,,,
Chongqing,Mainland China,2020-01-27 20:30,132,0,0,0,29.4316,106.9123,2020-01-27,,,,
Anhui,Mainland China,2020-01-27 20:30,106,0,0,0,31.8206,117.2272,2020-01-27,,,,
Hunan,Mainland China,2020-01-27 20:30,100,0,0,0,28.2282,112.9388,2020-01-27,,,,
Sichuan,Mainland China,2020-01-27 20:30,90,0,0,0,30.5728,104.0668,2020-01-27,,,,
Shandong,Mainland China,2020-01-27 20:30,87,0,0,1,36.6512,117.1201,2020-01-27,,,,
Beijing,Mainland China,2020-01-27 20:30,80,0,2,1,39.9042,116.4074,2020-01-27,,,,
Jiangxi,Mainland China,2020-01-27 20:30,72,0,2,0,28.6829,115.8582,2020-01-27,,,,
Jiangsu,Mainland China,2020-01-27 20:30,70,0,1,0,32.0603,118.7969,2020-01-27,,,,
Shanghai,Mainland China,2020-01-27 20:30,66,0,3,1,31.2304,121.4737,2020-01-27,,,,
Fujian,Mainland China,2020-01-27 20:30,59,0,0,0,26.0745,119.2965,2020-01-27,,,,
Guangxi,Mainland China,2020-01-27 20:30,51,0,0,0,22.817,108.3665,2020-01-27,,,,
Shaanxi,Mainland China,2020-01-27 20:30,35,0,0,0,34.3416,108.9398,2020-01-27,,,,
Hainan,Mainland China,2020-01-27 20:30,33,0,0,1,20.0444,110.1983,2020-01-27,,,,
Hebei,Mainland China,2020-01-27 20:30,33,0,0,1,38.0428,114.5149,2020-01-27,,,,
Heilongjiang,Mainland China,2020-01-27 20:30,30,0,0,1,45.8038,126.535,2020-01-27,,,,
Liaoning,Mainland China,2020-01-27 20:30,27,0,0,0,41.8057,123.4315,2020-01-27,,,,
